Id,SalePrice
1461,120160.937372
1462,163221.106478
1463,187829.297848
1464,198480.041687
1465,204389.597051
1466,178127.334696
1467,187750.21043
1468,163351.018929
1469,211163.963382
1470,120593.007415
1471,185720.247321
1472,108484.103944
1473,103124.948379
1474,152486.48512
1475,112071.117495
1476,363969.476576
1477,241010.302696
1478,307195.017036
1479,304069.073837
1480,476763.385152
1481,305818.603219
1482,211000.484254
1483,184843.367686
1484,165649.560722
1485,182639.559334
1486,201971.9477
1487,342895.426895
1488,233161.422657
1489,195833.499711
1490,256419.092997
1491,200063.081986
1492,88111.4565756
1493,205209.929189
1494,300610.821511
1495,291959.990947
1496,252590.945671
1497,185709.06699
1498,161384.877392
1499,162892.198792
1500,156319.159154
1501,205714.807935
1502,153117.937181
1503,277291.454871
1504,240690.470747
1505,228738.052349
1506,204132.089942
1507,263093.373577
1508,211285.601364
1509,163309.356717
1510,148366.241148
1511,149938.479505
1512,188524.588731
1513,163201.726831
1514,162245.985061
1515,214005.152045
1516,165083.422163
1517,187937.839397
1518,126996.136053
1519,228955.947989
1520,131722.775292
1521,134565.25615
1522,189603.892644
1523,113096.242787
1524,126828.91687
1525,124855.858469
1526,99282.9237081
1527,102840.524559
1528,143277.319123
1529,154635.971684
1530,207354.884016
1531,124333.022031
1532,99771.1430844
1533,166071.59384
1534,130215.444037
1535,162660.345365
1536,104742.034197
1537,53933.5538948
1538,166719.562319
1539,220438.05704
1540,122956.918029
1541,145882.760487
1542,151786.345449
1543,207721.929089
1544,82504.1066931
1545,124415.807712
1546,143795.226942
1547,134519.966375
1548,156647.764267
1549,135694.992817
1550,145746.831231
1551,118312.921519
1552,151236.708923
1553,161425.124394
1554,126162.1784
1555,166976.34054
1556,75403.9361727
1557,112878.343143
1558,111755.048956
1559,81247.4627374
1560,124288.742709
1561,143806.20232
1562,133489.279901
1563,130404.812016
1564,169078.407069
1565,152180.471721
1566,246384.092994
1567,70473.8508455
1568,230825.539238
1569,143700.483292
1570,143504.127472
1571,124399.389908
1572,157912.140819
1573,252314.185774
1574,142695.550792
1575,238775.318471
1576,247033.712627
1577,189376.870248
1578,155811.274601
1579,148016.561289
1580,196809.765883
1581,159008.232577
1582,130782.143426
1583,284598.568324
1584,229726.333609
1585,145676.787879
1586,48116.681276
1587,104667.773355
1588,170411.399725
1589,108409.469615
1590,141619.091003
1591,93935.1660721
1592,125530.339436
1593,122291.268843
1594,157623.831592
1595,115993.938556
1596,239668.519661
1597,209815.220382
1598,214502.221866
1599,188357.72701
1600,171745.690219
1601,51844.4721248
1602,125478.089247
1603,68873.3211663
1604,283939.991335
1605,232996.650835
1606,168981.47966
1607,183604.474803
1608,203848.757623
1609,182276.537133
1610,151917.867169
1611,143401.781096
1612,197845.226061
1613,167742.36282
1614,138781.743269
1615,98380.7050933
1616,71834.0382642
1617,88044.0238239
1618,119059.018715
1619,140081.101686
1620,181484.897981
1621,133456.070316
1622,147110.354579
1623,258604.290547
1624,217804.165186
1625,129361.467882
1626,184755.907995
1627,194935.873264
1628,277825.93842
1629,174283.654525
1630,362558.854244
1631,227930.90968
1632,245514.701157
1633,175204.824484
1634,189052.804538
1635,176995.127393
1636,148495.545776
1637,202364.504042
1638,187204.217016
1639,195253.09094
1640,256968.226675
1641,190505.73379
1642,253698.373789
1643,216468.363852
1644,230114.946597
1645,212946.186393
1646,165907.746519
1647,166717.038654
1648,135557.632093
1649,134136.286754
1650,113294.582449
1651,123872.066286
1652,108144.039622
1653,108493.380915
1654,145224.556024
1655,134920.425956
1656,140339.72864
1657,148199.531479
1658,145092.377242
1659,123871.120983
1660,154734.704457
1661,424353.917288
1662,370667.63861
1663,387103.586789
1664,462050.75416
1665,336163.000341
1666,332274.797431
1667,367788.732319
1668,357284.180474
1669,312826.281264
1670,363706.346438
1671,266404.711968
1672,410313.360164
1673,282525.756117
1674,245591.390877
1675,203933.912061
1676,207656.87727
1677,218530.255425
1678,462864.750872
1679,383022.392711
1680,336327.821434
1681,293120.771198
1682,318165.230037
1683,194227.05834
1684,170521.071124
1685,176907.781864
1686,166246.374869
1687,170329.651883
1688,192903.460346
1689,197372.221236
1690,196726.414156
1691,185548.175199
1692,265024.806571
1693,167984.595794
1694,180511.298689
1695,165703.229043
1696,260819.582771
1697,174635.27439
1698,341696.829966
1699,324424.55989
1700,274939.898901
1701,290827.54035
1702,233333.758779
1703,219824.195042
1704,267183.796939
1705,251863.624989
1706,97216.2507077
1707,228037.443353
1708,208522.338829
1709,256391.243852
1710,227609.205296
1711,271562.431137
1712,245616.537985
1713,278967.987944
1714,226985.84339
1715,209527.540476
1716,186986.724085
1717,173684.956268
1718,145251.3411
1719,230064.260312
1720,248289.074744
1721,164131.487999
1722,125504.62272
1723,156283.424641
1724,202459.506332
1725,235148.326772
1726,191434.639969
1727,158104.668569
1728,171335.481602
1729,170162.265626
1730,175187.137977
1731,119087.137443
1732,128448.450647
1733,123238.4995
1734,126965.272357
1735,126547.242056
1736,97055.9593982
1737,293120.328487
1738,266999.71211
1739,267342.790802
1740,219227.640827
1741,200360.79866
1742,180302.902655
1743,177440.760374
1744,336857.055458
1745,232042.737482
1746,200215.048775
1747,227341.21166
1748,224772.183371
1749,146888.373478
1750,136694.876191
1751,243118.032193
1752,119836.60488
1753,165527.814925
1754,207105.259553
1755,175879.996001
1756,129013.310327
1757,118424.485752
1758,144021.572642
1759,162045.331702
1760,165586.869627
1761,160070.964925
1762,188970.333314
1763,184676.38519
1764,112575.388218
1765,190924.394914
1766,191596.382981
1767,229324.051968
1768,146224.709423
1769,167325.494483
1770,157675.812492
1771,127442.607403
1772,145932.767535
1773,127710.354931
1774,163217.642951
1775,142099.492154
1776,125467.159736
1777,107620.289467
1778,150899.521219
1779,126764.653159
1780,167208.201238
1781,130474.794154
1782,82551.5863221
1783,146482.662855
1784,107886.39879
1785,141959.721266
1786,148997.843921
1787,165362.466885
1788,54877.1198855
1789,104110.83464
1790,61566.9135
1791,205544.232486
1792,172289.69189
1793,131609.294929
1794,170395.235502
1795,143429.997141
1796,132835.120782
1797,123579.980903
1798,129434.10509
1799,103229.13472
1800,126366.124698
1801,127218.480579
1802,132988.508233
1803,167593.746781
1804,136714.873117
1805,145194.522446
1806,142524.701324
1807,153770.306493
1808,128480.684789
1809,137918.139393
1810,139761.972567
1811,86874.6564333
1812,116220.832281
1813,136983.579692
1814,86996.6833431
1815,45720.3231935
1816,112292.873627
1817,122116.324983
1818,190475.778496
1819,149029.772401
1820,53222.0159513
1821,121840.563639
1822,146367.022172
1823,29675.7270004
1824,149778.44804
1825,147139.069222
1826,109906.385976
1827,103130.009677
1828,155624.349288
1829,136840.450713
1830,158681.417854
1831,158652.4491
1832,90863.7682073
1833,154812.946798
1834,123424.138019
1835,129325.766022
1836,144447.729269
1837,81249.6999738
1838,115621.731147
1839,107321.420707
1840,162885.280649
1841,142705.307549
1842,87294.3973768
1843,141705.079563
1844,145348.105349
1845,155126.405914
1846,151391.860062
1847,175645.048994
1848,29271.999673
1849,120885.767881
1850,124217.248652
1851,158578.616216
1852,122356.172315
1853,130369.899025
1854,160690.08888
1855,138447.833163
1856,225483.236428
1857,143793.708153
1858,152633.003823
1859,122657.119859
1860,139446.268986
1861,121525.531084
1862,289632.787058
1863,276092.122844
1864,276110.640171
1865,363589.892182
1866,356560.893727
1867,224497.164539
1868,304147.174227
1869,213841.879577
1870,224324.116955
1871,268776.317909
1872,178124.378928
1873,242119.019476
1874,152714.271813
1875,198936.910508
1876,200718.817023
1877,211407.00534
1878,210461.081646
1879,132807.57206
1880,135074.516358
1881,252708.133868
1882,246021.640676
1883,193432.23952
1884,210727.767963
1885,243251.156121
1886,298916.733698
1887,218134.594866
1888,258613.189919
1889,173828.538345
1890,125599.755054
1891,138293.385296
1892,97361.7690367
1893,136117.910633
1894,124359.863026
1895,145723.000166
1896,126903.689329
1897,108249.443809
1898,109667.336849
1899,167223.058156
1900,164929.571356
1901,177166.521512
1902,178266.792754
1903,225021.699475
1904,162424.553233
1905,213570.412077
1906,179168.050693
1907,236000.807139
1908,118247.027183
1909,135773.259434
1910,123614.212221
1911,234098.216907
1912,330891.854556
1913,169817.300252
1914,56363.9271473
1915,337105.626823
1916,48421.4374635
1917,234885.118246
1918,143025.580337
1919,174167.02751
1920,168977.82597
1921,391996.809835
1922,345202.192801
1923,236834.413838
1924,226640.520061
1925,210089.911973
1926,388023.549919
1927,131854.320755
1928,161772.56169
1929,119540.794456
1930,126808.315893
1931,140356.534828
1932,131628.104081
1933,193849.468809
1934,191300.505338
1935,168636.170502
1936,207778.837911
1937,185060.811187
1938,173897.356412
1939,259198.527054
1940,201650.758335
1941,179251.182882
1942,182085.036153
1943,228486.087796
1944,365667.888491
1945,398060.393268
1946,148484.163759
1947,19841.2243502
1948,179835.657728
1949,252672.810902
1950,195746.099847
1951,266379.289397
1952,229155.111823
1953,179815.466721
1954,194742.833483
1955,143445.428321
1956,287551.706345
1957,169362.521015
1958,278732.140245
1959,144562.727541
1960,105285.893907
1961,114181.066352
1962,105618.449377
1963,120661.672672
1964,111129.981222
1965,138529.820307
1966,136564.229909
1967,295633.960981
1968,410944.453457
1969,395520.408071
1970,399288.83132
1971,434841.249549
1972,369525.000225
1973,281698.010487
1974,336816.543179
1975,478144.958142
1976,273331.752579
1977,370245.120857
1978,346676.427055
1979,314603.568342
1980,208832.691443
1981,356690.954104
1982,213178.927702
1983,201695.132837
1984,186077.451161
1985,228410.852939
1986,210163.42024
1987,189111.633908
1988,178143.926071
1989,198948.509151
1990,214254.314248
1991,217530.214889
1992,234603.901212
1993,167125.800901
1994,236599.057805
1995,191087.82299
1996,305118.226287
1997,339904.087658
1998,332522.528462
1999,314127.921111
2000,323988.75317
2001,289725.230249
2002,241250.472129
2003,245645.891238
2004,264060.957691
2005,232128.716376
2006,213106.389745
2007,245039.786982
2008,213182.558297
2009,201506.642427
2010,198612.843706
2011,139983.378794
2012,179957.946954
2013,177195.087033
2014,186383.926308
2015,211216.094835
2016,196178.65985
2017,202821.128245
2018,110474.094337
2019,133729.507499
2020,95069.1739837
2021,94076.2273666
2022,195131.264652
2023,144407.009893
2024,294295.90262
2025,368561.488467
2026,177733.967145
2027,156875.468788
2028,161924.300265
2029,172013.775328
2030,270531.416021
2031,248305.283567
2032,271918.807507
2033,259512.7553
2034,173248.326613
2035,232718.922082
2036,204535.433802
2037,208104.158835
2038,329423.814232
2039,227897.197689
2040,320522.950418
2041,307865.584723
2042,213867.942918
2043,182158.712579
2044,191128.1986
2045,216822.108774
2046,140633.013196
2047,138877.93923
2048,143969.684263
2049,145697.660547
2050,174148.93356
2051,110136.60579
2052,119014.346544
2053,148284.622987
2054,77087.2504601
2055,165893.122729
2056,147207.83119
2057,101204.785878
2058,224675.210769
2059,129918.663123
2060,189398.704267
2061,178500.913968
2062,127847.216529
2063,107991.492099
2064,139133.033361
2065,111471.025969
2066,178381.411671
2067,119558.784142
2068,153544.729551
2069,97102.8908571
2070,118068.410987
2071,98616.5374837
2072,151132.444765
2073,125730.419095
2074,181347.135259
2075,168975.356124
2076,124351.028337
2077,162213.387966
2078,133218.193054
2079,134594.907625
2080,112667.013933
2081,129078.334209
2082,136843.888303
2083,156427.755315
2084,107098.147173
2085,108367.990173
2086,121011.258388
2087,122514.967273
2088,113171.213057
2089,76962.7127035
2090,132579.069497
2091,102502.563949
2092,136467.788219
2093,158482.471366
2094,130749.513369
2095,141156.687492
2096,78077.5527561
2097,107428.559441
2098,159533.935753
2099,35184.0450054
2100,68609.8950959
2101,115713.856604
2102,135430.252558
2103,100510.598255
2104,149339.746616
2105,148419.095838
2106,42282.5966264
2107,209493.890096
2108,120224.656626
2109,114854.189048
2110,146574.442439
2111,148952.78001
2112,155125.973983
2113,125045.682342
2114,116741.523864
2115,175489.928491
2116,120000.034161
2117,173609.541379
2118,130207.874681
2119,117858.259489
2120,114747.871508
2121,114472.238279
2122,126518.225431
2123,93526.1453806
2124,176420.290109
2125,137506.892335
2126,165382.026667
2127,182366.993885
2128,144568.499178
2129,87682.751373
2130,139706.309805
2131,146975.585853
2132,126049.596214
2133,129233.284313
2134,132124.917079
2135,98356.448022
2136,58486.0753248
2137,106061.698435
2138,120794.502275
2139,146526.104438
2140,146532.444396
2141,172742.968959
2142,133381.344922
2143,153343.854843
2144,114661.634633
2145,143624.048829
2146,188486.377015
2147,142022.350344
2148,133110.033363
2149,152155.465758
2150,238164.629434
2151,130150.744877
2152,202928.674882
2153,188032.893868
2154,109799.039139
2155,156094.271545
2156,272096.0865
2157,235403.955485
2158,242624.59066
2159,219618.943118
2160,179292.284855
2161,235624.956518
2162,381030.083449
2163,345574.142054
2164,247702.603356
2165,216422.7265
2166,157545.70571
2167,226470.2048
2168,186176.875305
2169,198047.914614
2170,219856.028916
2171,155835.978168
2172,136614.893574
2173,169125.440761
2174,231335.065506
2175,275419.623717
2176,315454.567615
2177,249548.609248
2178,218966.118902
2179,143338.643023
2180,231920.322808
2181,199887.062959
2182,226750.53418
2183,198696.515451
2184,127097.6491
2185,130256.007091
2186,157005.233415
2187,161148.285557
2188,165945.00514
2189,332286.587648
2190,77671.2464817
2191,80619.7364855
2192,82061.0038186
2193,138761.441888
2194,103360.334183
2195,103251.807712
2196,112122.549508
2197,117797.804014
2198,164301.819076
2199,174525.140336
2200,166810.085476
2201,158189.730287
2202,219079.329707
2203,153101.983619
2204,184905.928686
2205,129117.701945
2206,152153.516697
2207,227497.34841
2208,266583.04804
2209,255816.336295
2210,127853.210422
2211,120583.871074
2212,132255.732045
2213,106859.14553
2214,140150.582878
2215,101123.46799
2216,170350.274953
2217,44122.2681304
2218,78722.1927461
2219,74464.8327148
2220,54764.1357025
2221,337770.401483
2222,309400.434515
2223,293292.775972
2224,207312.430189
2225,120451.569287
2226,192436.390988
2227,203969.708156
2228,284195.955254
2229,240955.65209
2230,149927.048005
2231,198627.683359
2232,181664.347126
2233,194245.987455
2234,254679.238816
2235,242308.546184
2236,256819.745162
2237,321034.722338
2238,194483.231594
2239,105167.746682
2240,168248.300196
2241,146104.547606
2242,128926.371116
2243,130115.808261
2244,109446.915491
2245,115268.516864
2246,142353.893798
2247,135026.999905
2248,128579.817529
2249,117860.2229
2250,126340.836179
2251,112724.655559
2252,200204.466494
2253,152743.062282
2254,179517.019443
2255,190773.323885
2256,177592.520716
2257,214456.218544
2258,153400.719239
2259,184104.691155
2260,175164.595469
2261,210580.515745
2262,229807.093032
2263,374117.649725
2264,429675.376963
2265,187648.818437
2266,322035.598668
2267,394186.910109
2268,388558.647144
2269,155712.615935
2270,193809.877945
2271,224348.941002
2272,202978.224434
2273,165495.153724
2274,187933.554358
2275,176787.451864
2276,200083.450807
2277,189462.917942
2278,150437.972902
2279,133111.508739
2280,118789.365909
2281,162098.144919
2282,180064.662549
2283,121498.126165
2284,129782.491245
2285,149312.388101
2286,123645.019995
2287,376572.214722
2288,279884.626165
2289,330064.479187
2290,428446.84378
2291,335614.774415
2292,416097.434287
2293,448818.260912
2294,394390.139473
2295,451786.618418
2296,275606.073544
2297,359745.980256
2298,363340.568811
2299,353375.064819
2300,330704.579965
2301,311079.780396
2302,250530.031005
2303,244128.208237
2304,243156.83545
2305,199462.325908
2306,202508.671058
2307,204794.551016
2308,220932.626251
2309,313077.171134
2310,198693.055697
2311,215532.994415
2312,174665.693689
2313,167639.306346
2314,168375.865611
2315,175790.656591
2316,189978.378017
2317,197024.137151
2318,176160.809839
2319,177648.413521
2320,174328.736712
2321,238827.911741
2322,180093.096039
2323,201390.613679
2324,184025.493903
2325,206683.098264
2326,173538.680426
2327,201489.910385
2328,226412.406057
2329,192103.026472
2330,186655.124623
2331,345424.981019
2332,398297.927428
2333,324206.486209
2334,276975.886452
2335,304481.44822
2336,327535.681168
2337,186174.882553
2338,234150.890373
2339,223220.672101
2340,395068.39346
2341,198815.153096
2342,226479.953281
2343,221870.019713
2344,219980.117247
2345,228795.024534
2346,206709.545614
2347,197095.822037
2348,237138.958701
2349,191733.438595
2350,311969.847142
2351,277647.886074
2352,248879.779735
2353,251622.350462
2354,145022.609366
2355,153062.564013
2356,150377.225597
2357,194835.890453
2358,204623.314772
2359,135211.927661
2360,121385.57278
2361,156253.992217
2362,267514.339046
2363,151368.152943
2364,164113.251914
2365,217424.727375
2366,185557.713304
2367,208922.878271
2368,220808.485244
2369,209457.626277
2370,168296.919118
2371,165922.252573
2372,195264.437078
2373,286218.790195
2374,323374.032228
2375,244003.651161
2376,296390.091418
2377,341835.39361
2378,130743.147526
2379,226836.7267
2380,142400.499583
2381,176141.035405
2382,215123.773412
2383,205313.267247
2384,242729.147469
2385,166760.568107
2386,142058.668273
2387,133257.501801
2388,103958.612461
2389,115977.866097
2390,145611.211365
2391,152066.941304
2392,116267.193847
2393,166935.717891
2394,148246.94767
2395,211322.45087
2396,146407.89142
2397,213542.375555
2398,127853.460166
2399,76022.228071
2400,56768.6741384
2401,123252.315383
2402,140502.19988
2403,144278.134796
2404,148312.823804
2405,160664.605941
2406,143258.418508
2407,130340.969194
2408,147990.164359
2409,122945.8622
2410,179982.361148
2411,116336.392631
2412,165759.492277
2413,127513.739888
2414,172892.521653
2415,137290.31191
2416,130258.62037
2417,134917.691802
2418,131785.503901
2419,128031.063901
2420,123825.414649
2421,162344.787475
2422,111267.405686
2423,131584.304672
2424,163811.479874
2425,239795.571025
2426,140729.084007
2427,140246.775848
2428,189554.81703
2429,101154.773845
2430,132006.7819
2431,100284.741871
2432,152292.049767
2433,154737.23393
2434,151098.106796
2435,172824.662739
2436,105709.894789
2437,92354.2802437
2438,115282.002614
2439,104630.962803
2440,130247.380354
2441,106153.231277
2442,96782.4720924
2443,135947.60783
2444,146104.003363
2445,89747.0927857
2446,129565.78059
2447,202410.870577
2448,134393.93001
2449,112315.935321
2450,162023.742037
2451,131357.622075
2452,214469.780059
2453,98423.9323783
2454,128136.85395
2455,130801.171986
2456,144173.415192
2457,140699.498
2458,135043.300927
2459,112847.782012
2460,152983.779321
2461,133156.2188
2462,143470.675044
2463,130231.438606
2464,198529.586209
2465,157515.733125
2466,121706.943575
2467,130734.177035
2468,83637.8816773
2469,85451.8862371
2470,215377.311307
2471,222812.731067
2472,191878.990677
2473,112106.87819
2474,55713.7049533
2475,224773.050532
2476,112976.048812
2477,118281.045836
2478,152171.529582
2479,97817.9014203
2480,160135.387928
2481,132669.825865
2482,116970.096421
2483,109579.426926
2484,130638.696676
2485,121517.410658
2486,153227.654186
2487,195056.132103
2488,165744.506457
2489,159777.554317
2490,141099.931857
2491,97431.2542535
2492,189281.33263
2493,153788.035546
2494,155976.479913
2495,79411.5878851
2496,232106.595215
2497,171219.165805
2498,108057.618893
2499,87107.8116911
2500,122944.550511
2501,148501.301717
2502,156060.531492
2503,103840.893378
2504,199478.404956
2505,219480.788923
2506,244426.840169
2507,273806.435136
2508,242772.500081
2509,218285.840976
2510,215389.586813
2511,183574.962849
2512,223518.895283
2513,226288.265978
2514,292334.852738
2515,161378.433836
2516,173066.837846
2517,155772.384298
2518,155517.759099
2519,250497.564372
2520,225615.646163
2521,195153.768687
2522,222896.082478
2523,129204.927711
2524,133328.467577
2525,148383.655897
2526,148679.618615
2527,119388.347553
2528,128688.164381
2529,152356.613442
2530,128412.226523
2531,266963.656516
2532,227959.741673
2533,202572.567354
2534,248423.114195
2535,285271.305204
2536,225480.596636
2537,252057.344442
2538,182135.874193
2539,196696.659033
2540,176715.587184
2541,182659.869603
2542,167962.832266
2543,127225.503571
2544,128789.949091
2545,140322.964018
2546,137969.678115
2547,154086.012577
2548,179566.696624
2549,160677.285348
2550,714107.493543
2551,145194.702613
2552,135955.75148
2553,69619.4561615
2554,88820.8466407
2555,110832.461059
2556,95485.285346
2557,106323.412661
2558,185394.021877
2559,163137.993034
2560,169206.498621
2561,155359.471803
2562,156513.116089
2563,161426.491037
2564,198840.41204
2565,155666.908273
2566,172290.334551
2567,147210.768661
2568,226284.825564
2569,226055.14854
2570,119585.130409
2571,209576.325195
2572,171350.556872
2573,247085.460951
2574,291144.357343
2575,140315.254633
2576,134680.074099
2577,162076.577922
2578,77887.4433955
2579,44420.1026044
2580,106221.333351
2581,132768.121511
2582,130241.713724
2583,279747.170533
2584,180438.540689
2585,180258.767865
2586,218243.099844
2587,205914.900079
2588,143536.515127
2589,147232.161749
2590,210112.827708
2591,255347.854547
2592,210459.153371
2593,261731.372333
2594,182759.043628
2595,222678.340176
2596,296518.882835
2597,207238.68742
2598,275492.027759
2599,331773.587795
2600,201436.86521
2601,148806.079803
2602,78109.6537568
2603,99227.8508355
2604,87340.9653737
2605,74763.0173247
2606,139702.272069
2607,211566.744209
2608,199039.531988
2609,158311.166731
2610,109181.963242
2611,150629.235341
2612,155088.910388
2613,125133.192285
2614,115215.020538
2615,159363.092834
2616,154239.294847
2617,205762.202431
2618,238302.523003
2619,225615.122017
2620,191885.787176
2621,183852.416266
2622,189240.664211
2623,235961.816286
2624,272811.378164
2625,290158.405095
2626,169910.724046
2627,180342.54704
2628,437138.798284
2629,473500.273813
2630,354353.873319
2631,449846.436264
2632,395962.349457
2633,314414.792308
2634,414983.140603
2635,160627.228838
2636,179962.671466
2637,217194.218198
2638,254172.983245
2639,197416.136338
2640,161022.7619
2641,101887.337432
2642,187121.156007
2643,109759.720168
2644,113968.751305
2645,114322.976174
2646,102414.806027
2647,116931.881547
2648,137904.396211
2649,155345.055838
2650,142118.916668
2651,134466.868716
2652,369926.381668
2653,251429.6549
2654,263765.441737
2655,408418.009781
2656,313537.617676
2657,357095.068752
2658,319624.121355
2659,310624.808906
2660,342427.683946
2661,359425.559827
2662,389997.957577
2663,268490.915407
2664,303840.493946
2665,331884.926632
2666,294480.916413
2667,165072.085657
2668,172699.586248
2669,185874.82806
2670,263214.491009
2671,184091.740416
2672,182909.143085
2673,203208.238098
2674,200559.915501
2675,173895.913986
2676,195025.745207
2677,207032.637817
2678,242285.489606
2679,283755.723619
2680,296540.918613
2681,419089.46066
2682,324324.150713
2683,489484.139743
2684,329316.269261
2685,329428.14467
2686,233307.54345
2687,280774.464023
2688,195299.446591
2689,203333.877191
2690,376622.495678
2691,198203.187284
2692,158164.177316
2693,197960.955829
2694,137108.260609
2695,198198.70945
2696,185335.040078
2697,196571.39885
2698,207575.960831
2699,176599.126
2700,153941.408819
2701,143425.629822
2702,104080.968909
2703,134157.255229
2704,146798.943698
2705,115674.425971
2706,100800.989231
2707,118900.544598
2708,141407.071076
2709,119682.838978
2710,132624.810967
2711,316428.657516
2712,400943.064801
2713,170067.262756
2714,151820.029775
2715,181972.283202
2716,147561.837893
2717,206055.649469
2718,217749.121695
2719,134783.233741
2720,180107.13845
2721,122325.963415
2722,161510.249455
2723,140179.006342
2724,121936.570236
2725,132803.823338
2726,148983.342234
2727,162800.952793
2728,178432.937755
2729,145320.364204
2730,148619.187453
2731,128470.437711
2732,139773.230555
2733,161706.880053
2734,144193.533933
2735,140772.545405
2736,138419.140859
2737,123878.48333
2738,136868.895149
2739,152542.767701
2740,143475.989267
2741,153493.260429
2742,155740.987566
2743,166037.322021
2744,167204.890465
2745,142311.240636
2746,138379.079483
2747,153096.548069
2748,107936.494138
2749,131985.85633
2750,124635.274417
2751,130699.561191
2752,200059.885178
2753,153208.461721
2754,239290.582521
2755,139513.03124
2756,94126.5756783
2757,57665.5374089
2758,89848.9680931
2759,164799.988947
2760,135479.016386
2761,149970.380109
2762,150963.932759
2763,178780.469143
2764,155318.669158
2765,284259.743469
2766,132127.657981
2767,76649.8298739
2768,137338.00139
2769,143017.277776
2770,143229.402536
2771,101812.752412
2772,101843.499253
2773,176551.551583
2774,160320.314683
2775,133383.920969
2776,145683.454675
2777,145085.328851
2778,122093.532671
2779,125374.713966
2780,104349.052412
2781,93723.2289715
2782,92536.5520491
2783,96248.3974102
2784,120781.523152
2785,132448.845824
2786,54065.3861558
2787,137835.582539
2788,61431.7308221
2789,185964.158497
2790,96103.1537397
2791,117035.120853
2792,58562.3970629
2793,183027.95136
2794,91359.6732074
2795,130885.100835
2796,102160.128839
2797,226543.044062
2798,110194.169489
2799,129636.976162
2800,60566.0505864
2801,115912.518591
2802,130430.716095
2803,178583.259483
2804,137187.630521
2805,108354.907323
2806,78167.0613576
2807,171009.637075
2808,159899.186357
2809,140029.467772
2810,129497.08415
2811,174329.712766
2812,182959.333382
2813,162965.392125
2814,163768.902507
2815,100026.403674
2816,228919.184667
2817,155970.756735
2818,120791.606402
2819,187520.854842
2820,138178.375678
2821,116111.106575
2822,193098.977351
2823,336845.936543
2824,190912.4736
2825,159378.238916
2826,141077.02131
2827,146088.447117
2828,252416.656383
2829,207701.625576
2830,234443.385518
2831,188470.850136
2832,243988.164135
2833,309795.847522
2834,230814.042301
2835,232783.372226
2836,206168.382257
2837,165334.940081
2838,148363.314607
2839,162063.474068
2840,212143.291004
2841,207875.001598
2842,229609.287404
2843,155657.452273
2844,177048.287791
2845,131449.651736
2846,211900.368598
2847,213851.468458
2848,222436.406793
2849,206399.211199
2850,268771.287674
2851,217696.443034
2852,230595.026889
2853,237006.225911
2854,142601.541909
2855,209181.978423
2856,200323.745859
2857,196992.481668
2858,207617.950947
2859,89958.7916621
2860,155361.387263
2861,133059.264784
2862,200968.678442
2863,146056.147895
2864,270403.006586
2865,136701.032772
2866,155960.778449
2867,103572.299998
2868,112855.862651
2869,97958.062719
2870,115235.900673
2871,78322.2802683
2872,14346.9066466
2873,88276.9580452
2874,155301.686393
2875,115332.105488
2876,159539.218041
2877,146809.572652
2878,173305.638321
2879,154118.389907
2880,112901.573151
2881,151520.705548
2882,194314.894325
2883,212404.485447
2884,198597.690755
2885,187060.217121
2886,250686.782005
2887,103183.776913
2888,141823.067682
2889,42341.8276124
2890,69276.4720692
2891,157316.305668
2892,24682.87582
2893,69534.7259387
2894,52759.5518618
2895,338871.156194
2896,295738.248692
2897,217382.263243
2898,157426.015986
2899,221623.710224
2900,165737.420722
2901,227449.943167
2902,202124.279599
2903,302949.319351
2904,342461.336492
2905,70501.1730787
2906,191357.450785
2907,112416.791984
2908,117076.28828
2909,153188.553542
2910,73751.0757666
2911,75983.8406845
2912,146539.702122
2913,72906.0473153
2914,75706.7268125
2915,86277.324037
2916,75832.0803954
2917,175817.894846
2918,113284.332572
2919,217983.05409
